CustomerID,Age,Gender,CityTier,TenureMonths,PreferredCategory,SatisfactionScore,OrderCount,TotalSpend,DaysSinceLastOrder,Complain,CashbackAmount,ChurnStatus
CUST-1683,57,Male,3,57,Electronics,5,19,2325.06,42,0,217.67,0
CUST-1684,59,Male,1,40,Home & Kitchen,3,21,2335.23,49,0,153.65,0
CUST-1685,26,Female,2,8,Fashion,3,4,380.62,9,1,302.45,1
CUST-1686,67,Male,2,40,Electronics,4,20,2680.86,6,0,110.52,0
CUST-1687,44,Male,3,44,Fashion,3,22,2431.31,17,0,194.08,0
CUST-1688,19,Female,1,56,Electronics,5,18,2139.09,50,0,461.05,0
CUST-1689,22,Male,2,23,Fashion,5,9,1044.83,97,0,234.15,1
CUST-1690,46,Female,1,40,Electronics,2,25,2692.78,19,1,386.71,0
CUST-1691,54,Female,3,11,Beauty & Care,1,11,344.01,52,0,101.06,1
CUST-1692,55,Male,2,46,Electronics,5,19,662.26,22,0,161.4,0
CUST-1693,36,Male,1,8,Home & Kitchen,5,6,663.15,12,0,413.31,0
CUST-1694,25,Male,2,29,Electronics,1,9,1097.55,47,1,393.35,1
CUST-1695,65,Female,2,30,Electronics,4,25,1596.12,56,0,223.77,0
CUST-1696,62,Female,1,56,Fashion,3,16,825.39,7,0,479.48,0
CUST-1697,18,Female,3,60,Beauty & Care,2,22,2043.35,12,0,459.79,0
CUST-1698,39,Male,1,10,Electronics,5,4,165.75,23,0,483.04,0
CUST-1699,69,Female,2,39,Electronics,2,15,1199.0,7,0,242.56,0
CUST-1700,34,Female,1,28,Electronics,5,18,1338.24,92,1,138.86,1
CUST-1701,24,Female,2,49,Electronics,2,28,2191.46,31,0,332.0,0
CUST-1702,42,Female,1,36,Electronics,4,14,1981.46,4,1,358.15,0
CUST-1703,62,Female,3,13,Fashion,2,5,329.9,7,0,106.45,0
CUST-1704,21,Female,2,32,Electronics,3,16,1385.64,108,0,403.92,1
CUST-1705,53,Female,2,36,Electronics,4,18,821.44,46,1,58.13,0
CUST-1706,23,Male,2,37,Home & Kitchen,2,20,2264.22,46,0,267.23,0
CUST-1707,48,Male,2,26,Fashion,3,12,955.35,2,0,198.96,0
CUST-1708,36,Female,1,22,Electronics,3,15,1805.24,78,0,383.14,1
CUST-1709,61,Male,1,4,Electronics,1,7,140.0,20,0,190.74,0
CUST-1710,56,Female,3,31,Home & Kitchen,4,18,1498.61,37,0,422.06,0
CUST-1711,44,Other,1,18,Electronics,3,9,800.67,112,0,317.73,1
CUST-1712,27,Female,2,38,Fashion,3,10,1123.46,3,1,407.25,0
CUST-1713,43,Male,3,24,Electronics,3,12,788.88,23,1,495.2,0
CUST-1714,36,Male,1,56,Fashion,3,22,2389.3,1,0,355.62,0
CUST-1715,56,Male,2,23,Electronics,1,9,622.59,24,1,493.23,1
CUST-1716,20,Female,2,22,Fashion,3,10,878.13,10,1,62.98,1
CUST-1717,62,Female,2,2,Beauty & Care,3,2,225.32,84,0,202.16,1
CUST-1718,30,Female,1,31,Fashion,4,16,913.71,17,0,98.53,0
CUST-1719,67,Male,1,55,Electronics,4,27,2894.87,35,0,168.04,0
CUST-1720,45,Female,2,11,Electronics,3,8,760.38,68,0,427.5,1
CUST-1721,37,Female,3,28,Electronics,1,10,749.9,144,0,64.55,1
CUST-1722,45,Male,2,46,Electronics,2,21,1364.03,24,1,284.08,0
CUST-1723,25,Female,2,32,Electronics,2,15,329.63,21,0,305.21,0
CUST-1724,58,Male,1,5,Home & Kitchen,2,4,330.37,2,0,302.52,0
CUST-1725,56,Male,2,38,Fashion,3,19,1425.76,1,0,263.88,0
CUST-1726,18,Female,1,10,Fashion,2,6,625.04,32,0,405.77,0
CUST-1727,20,Male,3,40,Fashion,2,19,1921.66,2,0,110.09,0
CUST-1728,30,Female,3,46,Fashion,1,19,2224.97,16,0,189.76,0
CUST-1729,45,Female,2,24,Electronics,1,5,591.01,1,0,327.08,0
CUST-1730,66,Female,3,35,Beauty & Care,1,22,3952.65,33,0,360.93,0
CUST-1731,42,Male,1,44,Electronics,2,16,1606.56,19,0,231.87,0
CUST-1732,50,Female,2,48,Home & Kitchen,3,26,1538.83,4,0,443.92,0
CUST-1733,55,Female,1,60,Home & Kitchen,3,24,2634.86,12,0,236.97,0
CUST-1734,23,Female,3,23,Home & Kitchen,2,11,1464.95,29,0,231.25,1
CUST-1735,61,Male,1,17,Fashion,3,12,1190.96,37,0,66.29,0
CUST-1736,62,Male,2,1,Electronics,3,3,63.81,21,0,298.01,0
CUST-1737,49,Female,3,55,Fashion,2,22,2236.54,57,0,368.91,1
CUST-1738,62,Male,1,31,Fashion,1,13,859.35,4,1,101.5,0
CUST-1739,64,Female,1,31,Fashion,3,14,634.79,3,0,187.44,0
CUST-1740,38,Female,2,42,Beauty & Care,4,22,1993.21,1,0,401.57,0
CUST-1741,33,Female,2,57,Electronics,2,22,862.96,26,1,214.66,0
CUST-1742,38,Female,1,55,Electronics,2,19,2198.19,42,1,158.72,1
CUST-1743,28,Female,1,42,Electronics,5,13,1390.04,4,0,352.49,0
CUST-1744,54,Female,1,53,Electronics,2,21,1730.4,35,1,138.54,0
CUST-1745,53,Female,3,56,Fashion,2,22,1506.95,22,0,453.04,0
CUST-1746,52,Female,2,34,Home & Kitchen,5,16,1271.63,152,0,97.52,1
CUST-1747,36,Male,1,9,Home & Kitchen,4,3,164.02,44,1,367.95,1
CUST-1748,37,Male,1,22,Beauty & Care,3,10,826.89,37,0,274.8,0
CUST-1749,35,Female,1,13,Beauty & Care,3,7,140.0,29,0,441.47,0
CUST-1750,64,Male,1,25,Beauty & Care,2,15,1314.92,180,0,106.79,1
CUST-1751,58,Male,1,48,Electronics,1,17,1503.25,137,0,355.05,1
CUST-1752,66,Male,1,18,Home & Kitchen,3,6,662.13,27,0,307.42,0
CUST-1753,31,Female,1,51,Electronics,1,15,1409.92,21,0,266.04,0
CUST-1754,32,Female,2,12,Electronics,3,7,800.24,21,1,271.13,1
CUST-1755,48,Female,1,40,Home & Kitchen,5,25,2535.27,19,1,374.89,0
CUST-1756,18,Female,2,17,Electronics,5,8,928.77,26,1,471.98,1
CUST-1757,20,Female,2,15,Electronics,2,11,1800.07,11,0,91.06,0
CUST-1758,33,Male,2,42,Electronics,4,21,2049.61,91,0,58.78,0
CUST-1759,40,Female,2,15,Electronics,3,8,724.17,23,1,412.57,1
CUST-1760,28,Male,2,15,Beauty & Care,5,10,1206.11,64,1,98.68,1
CUST-1761,29,Female,3,55,Electronics,2,21,1490.01,22,0,494.01,0
CUST-1762,27,Female,2,39,Electronics,1,10,814.24,44,0,328.71,0
CUST-1763,49,Male,2,13,Fashion,2,8,781.04,14,0,342.89,0
CUST-1764,33,Male,3,17,Fashion,3,7,610.21,34,0,139.5,0
CUST-1765,25,Male,2,32,Beauty & Care,3,19,1653.71,24,0,158.14,0
CUST-1766,55,Male,1,9,Electronics,4,5,559.97,16,1,346.71,0
CUST-1767,29,Male,1,40,Fashion,4,15,511.78,74,0,459.38,0
CUST-1768,41,Female,1,20,Home & Kitchen,2,9,1314.03,4,0,492.08,0
CUST-1769,45,Female,3,26,Books & Media,3,20,1991.54,23,0,139.11,0
CUST-1770,25,Female,2,27,Fashion,1,12,875.91,7,0,110.35,0
CUST-1771,45,Female,3,21,Beauty & Care,5,7,936.89,69,0,75.38,0
CUST-1772,53,Female,2,18,Electronics,5,10,881.06,10,0,440.73,0
CUST-1773,43,Female,2,13,Fashion,5,6,533.38,35,0,182.62,0
CUST-1774,25,Male,1,16,Fashion,5,7,549.91,6,0,50.82,0
CUST-1775,67,Female,2,9,Beauty & Care,2,4,516.12,18,0,150.72,1
CUST-1776,45,Male,2,12,Electronics,1,6,508.32,80,0,203.2,1
CUST-1777,45,Female,3,44,Electronics,3,13,887.22,6,0,495.94,0
CUST-1778,54,Female,1,38,Electronics,5,18,2069.34,38,1,285.59,1
CUST-1779,58,Female,2,19,Electronics,2,6,722.93,8,0,142.12,0
CUST-1780,53,Male,2,60,Electronics,1,26,3463.15,18,1,200.67,0
CUST-1781,44,Female,2,7,Books & Media,4,4,416.03,27,0,198.64,0
CUST-1782,34,Female,2,57,Fashion,1,29,3462.25,30,1,58.88,0
CUST-1783,26,Male,2,35,Home & Kitchen,3,19,1467.23,32,1,110.83,1
CUST-1784,50,Male,1,48,Home & Kitchen,4,12,1389.29,35,0,362.84,0
CUST-1785,37,Female,2,18,Fashion,2,11,1180.03,11,0,104.11,0
CUST-1786,30,Male,2,16,Electronics,1,11,1110.05,17,0,153.83,0
CUST-1787,45,Female,3,55,Electronics,4,31,1186.87,1,1,207.83,0
CUST-1788,65,Male,3,39,Electronics,4,21,1540.45,51,0,390.98,0
CUST-1789,46,Male,1,4,Home & Kitchen,5,3,250.89,63,0,312.08,0
CUST-1790,30,Female,1,59,Fashion,3,36,3634.12,7,0,360.05,0
CUST-1791,63,Male,3,25,Electronics,1,6,942.13,7,1,305.16,1
CUST-1792,52,Female,2,32,Fashion,4,20,2215.55,1,0,357.62,0
CUST-1793,23,Male,3,40,Books & Media,3,17,1031.89,123,0,51.28,1
CUST-1794,35,Male,1,13,Beauty & Care,2,7,494.15,57,0,468.9,1
CUST-1795,68,Female,2,45,Beauty & Care,4,26,3294.09,15,0,99.91,0
CUST-1796,22,Female,3,17,Home & Kitchen,2,6,415.64,23,0,232.81,0
CUST-1797,64,Female,3,49,Electronics,2,25,2889.03,12,0,396.97,0
CUST-1798,42,Female,1,37,Home & Kitchen,1,20,1770.33,31,0,245.85,0
CUST-1799,19,Female,2,6,Electronics,3,7,560.06,44,1,476.08,1
CUST-1800,27,Male,2,19,Home & Kitchen,3,11,767.01,20,0,260.42,0
CUST-1801,47,Male,1,13,Home & Kitchen,3,11,220.0,72,0,443.72,1
CUST-1802,67,Female,2,57,Electronics,4,17,1720.27,25,0,414.87,0
CUST-1803,62,Female,2,60,Home & Kitchen,5,27,1442.77,5,0,491.44,0
CUST-1804,22,Female,3,26,Beauty & Care,2,9,382.04,34,0,466.95,0
CUST-1805,50,Male,2,14,Electronics,1,6,554.6,21,0,454.16,0
CUST-1806,18,Male,1,31,Beauty & Care,1,16,1854.18,96,0,379.22,1
CUST-1807,35,Female,1,54,Electronics,2,20,681.92,17,0,215.15,0
CUST-1808,49,Female,1,4,Fashion,4,4,460.41,18,0,97.76,0
CUST-1809,64,Female,1,60,Fashion,4,28,1621.31,36,1,359.89,0
CUST-1810,66,Female,2,39,Fashion,4,26,2716.17,26,0,490.39,0
CUST-1811,28,Female,1,8,Books & Media,2,11,1126.05,16,1,376.97,1
CUST-1812,38,Male,3,25,Beauty & Care,3,13,1024.41,160,0,467.93,1
CUST-1813,43,Male,3,13,Home & Kitchen,3,7,601.27,12,0,411.94,0
CUST-1814,42,Male,2,32,Electronics,1,12,877.37,11,0,123.4,0
CUST-1815,39,Male,3,59,Beauty & Care,4,19,1765.22,69,1,162.14,0
CUST-1816,44,Female,2,38,Electronics,5,16,1482.26,1,0,203.84,0
CUST-1817,66,Male,2,38,Beauty & Care,3,18,1031.1,7,0,125.72,0
CUST-1818,30,Female,1,56,Electronics,4,24,1062.36,31,0,311.74,0
CUST-1819,50,Male,2,28,Electronics,3,17,1959.26,6,0,488.95,0
CUST-1820,51,Male,2,53,Home & Kitchen,2,23,2095.77,148,0,392.66,1
CUST-1821,58,Male,3,30,Electronics,3,15,1666.43,21,0,240.52,0
CUST-1822,52,Male,2,3,Electronics,2,3,194.66,31,0,52.03,0
CUST-1823,18,Female,3,28,Electronics,1,10,602.67,6,1,190.97,1
CUST-1824,38,Male,2,3,Electronics,4,5,273.22,11,0,287.04,0
CUST-1825,65,Female,1,45,Electronics,5,14,1114.08,33,0,195.91,0
CUST-1826,23,Male,3,54,Electronics,3,25,2299.33,27,0,99.97,0
CUST-1827,45,Male,2,34,Fashion,3,18,1236.33,53,1,249.24,0
CUST-1828,34,Male,1,16,Electronics,5,8,1055.56,10,1,163.96,0
CUST-1829,22,Female,2,22,Home & Kitchen,4,13,854.56,37,1,459.15,1
CUST-1830,48,Female,1,32,Electronics,4,13,1202.03,12,0,95.79,0
CUST-1831,22,Male,2,38,Books & Media,2,17,994.65,30,1,72.12,0
CUST-1832,55,Male,2,8,Beauty & Care,5,6,388.84,32,0,52.39,0
CUST-1833,20,Female,1,55,Electronics,2,19,1565.79,4,0,197.63,0
CUST-1834,40,Male,3,8,Home & Kitchen,4,3,180.06,27,0,347.17,0
CUST-1835,54,Male,2,57,Beauty & Care,1,22,1929.01,1,0,378.69,0
CUST-1836,54,Female,1,6,Books & Media,4,2,196.42,24,1,253.97,1
CUST-1837,27,Female,2,14,Fashion,2,9,1060.21,41,0,357.95,1
CUST-1838,27,Male,3,32,Electronics,3,13,683.84,2,0,211.96,0
CUST-1839,36,Female,1,35,Home & Kitchen,3,15,1350.53,97,1,350.51,1
CUST-1840,34,Female,1,10,Fashion,2,4,332.57,21,1,68.27,1
CUST-1841,38,Male,1,3,Home & Kitchen,4,2,59.11,97,0,225.84,1
CUST-1842,31,Female,1,59,Electronics,5,29,1482.96,3,0,405.88,0
CUST-1843,26,Female,3,12,Beauty & Care,5,1,99.25,104,1,411.35,1
CUST-1844,63,Male,2,49,Books & Media,2,24,1066.09,4,0,372.27,0
CUST-1845,18,Male,1,59,Electronics,4,29,2401.12,21,0,141.91,0
CUST-1846,68,Male,2,31,Electronics,4,7,149.29,97,0,161.24,1
CUST-1847,62,Female,1,29,Electronics,3,19,1556.32,9,0,498.24,0
CUST-1848,30,Male,3,5,Beauty & Care,1,2,46.79,1,1,96.52,1
CUST-1849,21,Female,3,52,Home & Kitchen,4,23,1537.84,55,0,131.3,0
CUST-1850,18,Female,1,25,Home & Kitchen,5,16,1149.89,31,0,108.51,0
CUST-1851,66,Male,3,41,Fashion,4,24,2128.58,25,0,197.44,0
CUST-1852,57,Female,2,31,Fashion,3,11,851.66,1,0,144.58,0
CUST-1853,49,Male,1,21,Electronics,3,9,431.31,37,0,273.96,0
CUST-1854,51,Female,1,58,Fashion,2,28,1357.54,6,0,264.21,0
CUST-1855,45,Female,2,20,Home & Kitchen,4,8,292.61,93,0,455.68,1
CUST-1856,48,Male,2,39,Books & Media,4,20,1823.89,40,0,65.63,0
CUST-1857,25,Male,3,22,Books & Media,2,9,808.84,42,0,193.95,0
CUST-1858,56,Male,2,4,Books & Media,5,2,210.16,9,0,318.5,0
CUST-1859,43,Male,3,13,Fashion,2,6,419.97,74,0,322.16,1
CUST-1860,51,Male,2,45,Fashion,5,15,494.55,27,0,266.06,0
CUST-1861,20,Male,3,42,Home & Kitchen,3,18,1359.36,68,1,417.05,1
CUST-1862,67,Other,2,50,Books & Media,2,25,2133.29,11,0,78.22,0
CUST-1863,29,Male,1,49,Electronics,3,15,750.86,49,0,416.97,0
CUST-1864,18,Male,2,20,Electronics,3,10,529.05,29,0,272.64,0
CUST-1865,61,Female,3,52,Electronics,1,26,2561.72,1,1,110.19,0
CUST-1866,22,Male,1,13,Fashion,3,3,264.06,18,0,448.57,0
CUST-1867,47,Female,3,17,Electronics,3,5,594.93,7,1,342.15,1
CUST-1868,47,Female,1,54,Electronics,4,26,3553.24,15,0,123.6,0
CUST-1869,34,Female,2,36,Electronics,1,17,678.57,16,1,65.14,0
CUST-1870,65,Male,3,33,Electronics,3,27,1955.72,22,1,113.5,0
CUST-1871,64,Male,1,1,Beauty & Care,1,2,177.42,32,0,323.96,1
CUST-1872,40,Male,1,15,Electronics,4,9,863.16,29,0,130.68,0
CUST-1873,32,Female,1,13,Home & Kitchen,1,4,461.91,1,0,151.59,0
CUST-1874,54,Male,3,17,Fashion,5,10,1068.59,48,0,61.31,0
CUST-1875,38,Male,1,24,Beauty & Care,4,7,834.07,104,0,375.32,1
CUST-1876,31,Other,3,58,Electronics,3,18,1563.13,15,0,414.66,0
CUST-1877,19,Male,1,8,Books & Media,3,11,727.59,6,0,408.58,0
CUST-1878,28,Male,3,50,Fashion,2,26,3730.97,27,0,107.41,0
CUST-1879,68,Male,3,27,Books & Media,2,10,896.0,42,0,456.49,0
CUST-1880,56,Female,2,45,Beauty & Care,5,15,1166.17,39,0,352.53,0
CUST-1881,55,Male,2,23,Electronics,5,11,581.17,33,0,453.89,0
CUST-1882,51,Female,2,46,Electronics,1,21,1885.47,5,1,251.22,0
CUST-1883,55,Female,2,8,Electronics,3,7,805.94,63,0,246.63,1
CUST-1884,67,Male,1,8,Fashion,4,3,209.96,19,0,403.04,0
CUST-1885,51,Female,1,59,Electronics,4,27,2186.96,8,0,91.98,0
CUST-1886,35,Male,1,26,Electronics,1,15,1387.12,3,0,284.39,0
CUST-1887,47,Male,1,47,Fashion,2,20,1983.3,18,0,426.37,0
CUST-1888,32,Female,1,59,Electronics,2,29,2238.94,33,0,423.59,0
CUST-1889,44,Female,2,13,Electronics,4,7,512.34,38,1,480.26,1
CUST-1890,68,Female,3,39,Fashion,3,22,1532.9,115,0,364.22,1
CUST-1891,51,Female,1,37,Electronics,3,16,828.83,5,0,143.5,0
CUST-1892,69,Male,2,49,Fashion,5,18,1114.1,148,1,59.13,1
CUST-1893,55,Male,1,28,Fashion,4,14,855.23,37,0,265.74,0
CUST-1894,50,Male,3,25,Fashion,5,9,348.61,21,1,281.17,0
CUST-1895,41,Male,3,16,Beauty & Care,3,7,803.52,76,1,158.12,1
CUST-1896,32,Male,3,55,Fashion,2,29,2777.82,41,0,106.11,0
CUST-1897,47,Male,3,2,Fashion,5,6,535.6,15,0,313.79,0
CUST-1898,59,Male,1,54,Fashion,3,29,3599.96,75,0,393.92,0
CUST-1899,68,Male,3,18,Beauty & Care,2,12,1278.43,38,0,496.92,0
CUST-1900,34,Female,2,17,Beauty & Care,3,14,858.36,42,0,391.24,0
CUST-1901,22,Female,1,30,Beauty & Care,1,16,1923.23,79,1,407.13,1
CUST-1902,46,Male,3,39,Home & Kitchen,3,15,1712.52,20,0,327.41,0
CUST-1903,21,Female,1,13,Electronics,5,6,308.77,37,0,493.67,0
CUST-1904,27,Female,2,32,Electronics,5,19,2129.59,47,0,337.98,0
CUST-1905,34,Male,1,50,Electronics,5,18,1277.69,21,0,437.11,0
CUST-1906,27,Female,1,29,Books & Media,2,11,1264.06,3,0,475.6,0
CUST-1907,34,Female,2,46,Home & Kitchen,3,22,1646.96,51,1,468.44,1
CUST-1908,37,Female,2,30,Home & Kitchen,1,17,1173.0,1,0,221.64,0
CUST-1909,41,Male,1,18,Electronics,5,8,576.73,44,0,85.4,0
CUST-1910,22,Female,1,13,Beauty & Care,3,4,223.34,84,0,127.34,0
CUST-1911,51,Male,3,43,Electronics,4,22,892.96,14,0,76.65,0
CUST-1912,23,Female,1,21,Electronics,4,12,240.0,3,0,97.43,0
CUST-1913,19,Female,1,30,Fashion,3,13,693.68,9,0,133.09,0
CUST-1914,30,Female,3,21,Fashion,3,10,1639.19,28,0,203.49,0
CUST-1915,60,Female,3,48,Fashion,5,16,1589.57,100,1,294.59,1
CUST-1916,60,Female,1,55,Beauty & Care,5,26,3664.09,25,0,370.26,0
CUST-1917,65,Male,2,17,Electronics,2,9,679.09,4,0,144.92,0
CUST-1918,28,Male,3,40,Fashion,3,14,993.3,34,0,352.64,0
CUST-1919,68,Female,3,19,Fashion,5,15,2047.44,46,0,366.92,0
CUST-1920,64,Male,2,52,Electronics,1,34,3273.28,17,0,301.38,0
CUST-1921,40,Male,1,15,Beauty & Care,3,9,507.08,44,0,456.63,0
CUST-1922,33,Male,1,9,Home & Kitchen,1,5,519.94,13,0,99.95,0
CUST-1923,48,Male,1,52,Home & Kitchen,3,21,2573.06,54,1,129.7,0
CUST-1924,28,Female,2,10,Beauty & Care,1,6,252.98,14,0,242.9,0
CUST-1925,33,Female,1,44,Home & Kitchen,3,16,1583.04,10,0,107.02,0
CUST-1926,25,Female,2,31,Electronics,2,17,750.52,73,0,304.83,1
CUST-1927,21,Female,1,53,Home & Kitchen,3,12,1450.83,27,0,229.28,0
CUST-1928,57,Male,1,23,Electronics,5,7,643.45,11,1,178.07,0
CUST-1929,21,Male,3,52,Electronics,4,18,1870.02,95,0,126.5,0
CUST-1930,42,Female,2,30,Electronics,4,18,1412.58,41,1,200.9,1
CUST-1931,20,Male,1,33,Home & Kitchen,4,17,536.38,8,0,323.58,0
CUST-1932,49,Female,3,57,Home & Kitchen,1,31,2224.47,33,0,309.1,0
CUST-1933,20,Female,1,52,Electronics,2,25,2822.38,71,0,123.63,0
CUST-1934,44,Male,2,9,Home & Kitchen,5,1,144.81,41,0,106.21,0
CUST-1935,46,Female,2,54,Beauty & Care,3,19,1775.91,9,0,62.0,0
CUST-1936,49,Female,1,47,Electronics,1,31,1996.69,36,0,55.59,0
CUST-1937,67,Female,3,1,Electronics,4,3,303.21,33,0,445.91,0
CUST-1938,68,Male,2,44,Home & Kitchen,2,24,2644.72,60,0,70.29,0
CUST-1939,36,Male,2,35,Electronics,2,13,1156.77,6,1,379.05,1
CUST-1940,38,Female,1,11,Fashion,5,5,435.68,42,0,442.39,0
CUST-1941,22,Male,1,34,Electronics,5,24,2193.8,1,0,94.13,0
CUST-1942,35,Male,3,16,Fashion,3,8,690.45,41,0,246.34,0
CUST-1943,45,Female,1,9,Home & Kitchen,5,3,281.8,113,0,483.04,1
CUST-1944,59,Male,2,32,Home & Kitchen,4,17,2377.06,6,0,425.36,0
CUST-1945,39,Female,2,15,Beauty & Care,4,7,168.01,13,0,270.37,0
CUST-1946,38,Female,2,12,Beauty & Care,1,7,544.92,30,1,393.16,1
CUST-1947,23,Female,1,33,Home & Kitchen,2,16,912.47,46,0,425.02,0
CUST-1948,18,Male,1,45,Home & Kitchen,4,14,1685.94,14,0,206.61,0
CUST-1949,22,Female,2,14,Electronics,5,5,403.87,38,0,451.47,0
CUST-1950,58,Male,1,57,Fashion,4,31,3155.53,80,0,261.71,0
CUST-1951,29,Male,1,57,Electronics,2,28,3578.94,45,0,287.51,0
CUST-1952,43,Female,1,8,Beauty & Care,1,9,473.13,43,0,499.87,1
CUST-1953,63,Male,1,8,Electronics,4,2,138.35,16,0,429.49,0
CUST-1954,51,Male,3,27,Fashion,2,11,1371.95,84,1,212.8,1
CUST-1955,66,Female,1,12,Electronics,3,5,256.84,11,0,54.66,0
CUST-1956,31,Male,1,1,Home & Kitchen,1,2,140.37,8,0,331.78,0
CUST-1957,43,Male,1,43,Beauty & Care,1,24,887.74,15,0,366.76,0
CUST-1958,62,Female,2,40,Fashion,4,17,2140.32,36,0,342.86,0
CUST-1959,44,Female,2,42,Beauty & Care,4,23,1553.94,69,0,485.54,0
CUST-1960,26,Female,1,51,Electronics,3,23,2197.3,4,0,438.34,0
CUST-1961,43,Male,2,11,Fashion,2,11,1158.07,58,0,251.97,0
CUST-1962,64,Male,2,39,Beauty & Care,4,16,974.45,58,1,78.29,1
CUST-1963,39,Male,3,43,Electronics,2,23,641.24,30,1,264.23,0
CUST-1964,64,Male,3,31,Books & Media,3,11,862.58,50,0,360.16,0
CUST-1965,47,Female,1,17,Electronics,5,10,779.25,7,1,323.47,0
CUST-1966,60,Male,1,33,Electronics,2,15,1247.77,6,0,292.16,0
CUST-1967,65,Male,1,32,Beauty & Care,5,16,1333.61,69,0,260.97,0
CUST-1968,34,Female,1,58,Electronics,2,31,2171.14,24,1,182.19,0
CUST-1969,43,Female,3,29,Books & Media,3,12,826.49,9,0,174.81,0
CUST-1970,53,Female,1,21,Books & Media,3,12,1127.17,40,0,275.1,1
CUST-1971,18,Male,1,21,Electronics,5,8,482.27,77,0,122.27,0
CUST-1972,25,Male,2,40,Fashion,2,23,1889.23,35,0,203.31,0
CUST-1973,66,Male,2,23,Electronics,3,13,885.45,14,1,195.79,0
CUST-1974,52,Male,1,56,Fashion,5,21,1971.23,23,0,314.21,0
CUST-1975,69,Female,1,6,Electronics,3,5,591.29,48,0,80.01,1
CUST-1976,32,Female,1,22,Electronics,3,10,1194.81,2,0,423.35,0
CUST-1977,64,Female,2,50,Fashion,2,19,2349.9,8,0,303.07,0
CUST-1978,39,Female,1,38,Fashion,4,21,1574.52,21,0,351.87,0
CUST-1979,31,Male,1,37,Books & Media,1,22,1704.97,32,0,366.39,0
CUST-1980,43,Female,2,45,Beauty & Care,1,26,1220.22,14,0,181.17,0
CUST-1981,45,Male,1,51,Home & Kitchen,3,22,1643.92,12,0,261.67,0
CUST-1982,40,Female,2,54,Fashion,3,21,1591.69,1,1,480.31,0
CUST-1983,31,Female,2,8,Beauty & Care,5,6,398.91,1,0,395.02,0
CUST-1984,41,Male,1,41,Electronics,5,19,1260.58,11,0,486.3,0
CUST-1985,19,Male,3,49,Home & Kitchen,4,24,817.66,26,0,385.81,0
CUST-1986,62,Female,2,35,Books & Media,4,17,760.62,28,1,129.02,0
CUST-1987,43,Male,1,51,Electronics,4,21,1813.06,23,1,79.04,0
CUST-1988,31,Male,2,11,Home & Kitchen,2,4,349.85,18,0,309.95,0
CUST-1989,68,Male,2,24,Beauty & Care,4,12,1193.9,10,0,211.02,0
CUST-1990,24,Female,2,49,Beauty & Care,2,23,1776.36,17,0,173.96,0
CUST-1991,20,Female,1,21,Home & Kitchen,3,13,1109.55,5,0,413.24,0
CUST-1992,64,Female,3,51,Electronics,4,26,3185.4,4,0,215.15,0
CUST-1993,40,Male,1,2,Electronics,3,5,417.06,12,0,192.65,0
CUST-1994,63,Female,1,40,Electronics,5,24,1584.91,180,1,432.49,1
CUST-1995,60,Male,1,19,Home & Kitchen,2,9,443.44,13,0,430.83,0
CUST-1996,64,Female,1,39,Electronics,4,13,1416.02,96,1,210.36,1
CUST-1997,62,Female,3,28,Beauty & Care,1,12,406.8,17,0,424.62,0
CUST-1998,35,Male,1,59,Electronics,4,34,2034.81,20,0,432.85,0
CUST-1999,55,Male,1,17,Electronics,4,10,975.57,55,0,240.77,0
CUST-2000,52,Male,3,6,Fashion,3,7,194.62,3,0,79.91,0
CUST-2001,68,Male,1,19,Home & Kitchen,2,11,732.26,7,0,50.71,0
CUST-2002,32,Male,1,56,Electronics,1,30,2666.25,127,1,285.48,1
CUST-2003,42,Female,1,38,Fashion,1,19,1396.5,24,1,204.83,0
CUST-2004,54,Female,1,28,Fashion,4,16,888.31,1,1,498.71,0
CUST-2005,45,Male,1,2,Electronics,5,1,67.2,1,0,397.58,0
CUST-2006,27,Male,2,38,Electronics,2,17,1861.66,83,1,392.57,1
CUST-2007,56,Male,1,55,Beauty & Care,4,15,2099.12,72,1,479.86,0
CUST-2008,34,Female,1,37,Fashion,5,14,1248.59,21,0,449.48,0
CUST-2009,56,Male,2,51,Electronics,3,19,481.68,6,0,193.18,0
CUST-2010,39,Female,2,52,Beauty & Care,4,17,1734.73,62,0,124.69,0
CUST-2011,43,Female,1,4,Books & Media,4,5,365.54,13,0,385.65,0
CUST-2012,61,Female,2,22,Fashion,2,7,364.96,19,0,220.22,1
CUST-2013,42,Female,1,26,Fashion,2,9,548.93,40,1,262.93,1
CUST-2014,34,Male,2,49,Beauty & Care,1,14,871.73,15,0,333.68,0
CUST-2015,30,Female,2,43,Books & Media,5,25,1066.86,34,0,458.54,0
CUST-2016,37,Male,1,36,Home & Kitchen,5,9,747.97,75,1,238.59,1
CUST-2017,42,Male,3,58,Fashion,4,34,4754.71,55,0,402.49,0
CUST-2018,21,Female,1,13,Fashion,1,9,468.22,16,1,170.75,1
CUST-2019,27,Female,2,52,Home & Kitchen,3,23,3195.17,11,0,364.09,0
CUST-2020,20,Female,1,58,Electronics,1,27,2463.57,11,0,50.71,0
CUST-2021,58,Male,2,32,Fashion,1,13,1068.77,15,0,442.18,0
CUST-2022,62,Male,2,17,Beauty & Care,4,7,527.39,23,0,63.67,0
CUST-2023,35,Female,3,41,Home & Kitchen,5,25,1520.39,18,0,370.74,0
